contexto_id,plataforma,n_mensajes_utiles,n_lemas,lemas
Medios|https://www.milenio.com/negocios/construccion-vivienda-tamaulipas-estanca-altos-costos,Medios,1,117,construccion vivienda tamaulipas presente ano estancar empresarios sector afirmar factor costo insumo baja terreno caro impactar animo inversionista ejecutar proyecto residencia situacion similar rubro industrial enfatizar banco mexico banxico capital privado destinado aprovechar condicion ofrecido desarrollar torre departamental nave industrial mes inhibir intencion explicar encuesta sector privado ubicado norte republica mexicana estacion reflejar chihuahua baja california banxico reportar caida desarrollo habitacional informe publicado banco central autonomo explicar segmento vivienda directivo informar inversion desarrollo disminuir desempeno atribuir factor observado trimestre previo menor dinamismo formal encarecimiento suelo urbano aumento costo construccion limitar demanda especialmente segmento medio residencial mencionar vivienda social mantener impulso programa federal situacion oponer rubro hogar sector popular social gobierno federal programa viviendas dell bienestar impulsar edificacion
Medios|https://www.milenio.com/estados/cocodrilos-se-enfrentan-en-la-laguna-del-carpintero-por-territorio,Medios,1,102,laguna carpintero atractivo turistico excelencia tampico cabo batalla silencioso atencion dominio ecosistema cocodrilos guerra cocodrilo joven alcanzar metro protagonista historia final feliz referir terminar exilio tragico significar terminar vida fauz cocodrilo alpha mayo julio ano documentar muerte cocodrilo macho menor tamano aparecer muerto dano herida raspon diverso cuerpo partido mitad encontrar recientemente autoridad ambiental oceanologo marcelo rene garcia explicar joven perder batalla rey laguna macho dominante especie dominante territorial existir posibilidad acercar demasiado nido tratar comportamiento normal cocodrilo grande dominant buscar considerar competencia especie territorial nacimiento explicar experto medio ambiente detallar ecosistema medio efervescencia importante epoca anidacion generar especimen pequeno buscar nido
Facebook|https://www.facebook.com/monicavtampico/videos/899364353246397/,Facebook,2,8,inauguracion exposicion bodies espacio cultural metropolitano exposicion alcaldesa
TikTok|https://www.tiktok.com/@prevenciondelitotampico,TikTok,1,47,gobierno municipal tampico encabezar presidenta monica zacil villarreal anaya invitar vivir experiencia extraordinario aprendizaje diversion unificar hacerte escuadron elite mini guardianes accion direccion prevencion delito puedes con reto cita jueves julio manana centro bienestar paz colonia solidaridad voluntad entrada gratuito limite edad tampico tampicotecuida ninas ninos viral
Medios|https://oem.com.mx/elsoldetampico/local/dia-del-perro-en-tampico-habra-concursos-premios-y-diversion-para-las-mascotas-31134219,Medios,1,21,localmiercoles julio dia perro tampico concurso premio diversion mascota actividad gratuito incluir loteria dinamico concurso foto fortalecer cuidado responsable yadira hernandez
Medios|https://www.milenio.com/estados/rina-entre-policias-y-civiles-en-altamira,Medios,1,83,presuntamente familiar requeer atencion clinica medico sistema dif altamira querer atender forma inmediato noche martes registrar discusion empleado dependencia municipal particular demandar presencia guardia estatal pretender entrar fuerza centro atencion medico detener civil rina altamira secretario ayuntamiento jose francisco perez ramirez senalar pedir apoyo corporacion seguridad publico arribar unidad elemento discusion civil agente seguridad detencion persona caso similar semana comentario torno situacion ocurrir noche funcionario municipal senalar problema registrar semana poblacion desesperar demandar atencion medico rapido instalacion capacidad prestacion servicio rebasado demanda ocasion
Twitter|https://x.com/MonicaVTampico/status/2077484366452691260,Twitter,1,22,reuni afiliado cmic tamaulipas compartir avance programa obra publica sumar millon pesos inversion desarrollo tampico agradecer respaldo seguir impulsar proyecto estrategico ciudad
Facebook|https://www.facebook.com/monicavtampico/posts/pfbid08A3GawnDzPHXXpuPE5NafbHAVALfuqZiEVwAnwBdEtD5f2SbPukGBMCnn8HExXfal,Facebook,4,84,inaugurar exposicion bodies muestra anatomia humano impactant mundo recorrer pais recibir millon visitante consolidir destino apostar cultura conocimiento turismo experiencia alla exposicion pabellon tampico cuidar direccion salud distrito salud bienestar acercar familia servicio gratuito prevencion promocion salud deteccion vih hepatitis vacunacion prevencion cancer mama orientacion nutricional programa cecodiat lonchera plato saludable invitar extraordinario exposicion seguir disfrutar tampico ofrecer espacio cultural metropolitano metro julio costo boleto individual paquete familiar persona paquete amigos persona puntos venta comentario excelente tampicotecuida opcion excelente visitar tampivo ռոդրիգես դեւանի vamoss
Medios|https://www.milenio.com/estados/choque-de-autobus-contra-auto-en-el-norte-de-veracruz,Medios,1,117,autobus pasajero linea hola impactar automovil particular carretera federal costera golfo reportar persona muerto herido accidente ocurrir miercoles carretera tramo alamo temapache cerro azul persona fallecido victima identificar nombre diana juan viajar automovil originario cerro azul persona fallecido regresar cerro azul auto tsuru asistir baile feria comunidad potrero llano municipio alamo temapache pasajero lesionado auxiliar paramedico corporacion emergencia cerro azul potrero llano municipio alamo proteccion civil municipal trasladar hospital cerro azul tramo carretero felipe cerrar parcialmente circulacion atender siniestro zona permanecer acordonado elemento ejercito mexicano guardia nacional veracruzanos lesionado accidente tamaulipas tamaulipas autobus recorer ruta monterrey leon tantoyuca veracruz accidentar dejar resultado persona lesionado siniestro registrar carretera altura estacion san francisco tamaulipas conductor trailer involucrado fuga hcm
Medios|https://oem.com.mx/elsoldetampico/deportes/la-maquinita-vazquez-el-tampiqueno-que-suena-con-debutar-a-nivel-profesional-en-el-boxeo-mexicano-31119089,Medios,1,23,deportesmiercol julio maquinita vazquez tampiqueno sonar debutar nivel profesional boxeo mexicano campeon olimpico nacional racha invicto tamaulipeco proyectar joven promesa pugilismo gustavo corona
Medios|https://www.milenio.com/estados/vuelca-pipa-combustible-puente-esperanza-altamira,Medios,1,94,conducir exceso velocidad querer esquivar bache evitar impactar unidad empresa refresquero operador pipa cargado litro gasolina volcar costado puente esperanza municipio altamira registrar manana miercoles lateral puente sentido sur norte arribar autoridad proteccion civil regional proteccion civil municipal guardia nacional agentes seguridad asipona altamira dependencia lograr contener derrame combustible voladura tanque pesado unidad registrar fisura zona litro combustible lograr contener derrame cabe mencion labor transvase tardar hora pasar ciento litro quedar tanque exhortar tomar medida precaucion funcionario municipal llamado operador vehiculo dimension conducir descansado empresa midar presionen llegar destino manejar presionado razon accidente jetl
Medios|https://www.milenio.com/estados/policia-salva-vida-hombres-intentaban-suicidarse-tampico,Medios,1,105,elementos seguridad publica paramedico lograr intervenir salvar vida hombre pretender vacio distinto estructura vial tampico incidente reportado consecutivo linea emergencia martes tarde movilizar rapidamente elemento policiaco aplicar protocolo contencion evitar caso terminar tragedia suceso puente tampico suceso registrar hora autoridad alertar presencia persona sentado peligroso bordo contencion puente tampico llegar sitio oficial entablar dialogo descubrir hombre presentar fuerte crisis nervioso sostener severo discusion pareja sentimental sujeto amigo asegurar area zona riesgo retirar pie suceso puente peatonal minutos tarde llamada auxilio ingresar reportar escenario similar puente peatonal ubicado avenida ejercito mexicano justo frente hospital general carlos canseco joven encontrar sentado barda proteccion intencion rapido llegada paramedico
Medios|https://www.milenio.com/policia/muere-buzo-frente-escollera-playa-miramar,Medios,1,106,buzo morir playa miramar tarde miercoles labor pesca frente faro escollera ciudad madero hombre conocido companero apa rescatar agua localizar flotar presentar signo vital incidente ocurrir hora nicolas ano edad ingresar agua rio panuco practicar pesca buceo actividad habitual ocurrir fallecimiento buzo playa miramar acuerdo relato companero pescador llegar sitio iniciar inmersion costumbre minutos tarde observar cuerpo flotar arrastrar corriente distancia aproximado metro mar adentro gracias boya senalizacion utilizar inmersion lograr agua orilla confirmar presentar signo vital informar autoridad acudir elemento policia estatal secretaria marina tomar conocimiento diligencia correspondiente familiares amigo pescador arribar sitio lamentar ocurrido preliminar presumir hombre sufrir infarto fulminante encontrar agua obstante autoridad
Medios|https://oem.com.mx/elsoldetampico/ciencia-y-salud/me-parecio-ver-una-linda-nutria-observadores-de-aves-tuvieron-un-encuentro-inesperado-en-altamira-31125550,Medios,1,26,ciencia saludmiercoles julio parecer lindo nutria observador ave encuentro inesperado altamira integrante club observacion aves altamira pasean semana buscar ave fomentar amor naturaleza ciudadania antonio campos
Medios|https://www.milenio.com/deportes/diego-popa-gana-oro-plata-campeonato-panamericano-canotaje,Medios,1,107,canoista tamaulipeco diego popa destacado actuacion campeonato panamericano canotaje celebrar montreal canada medalla mexico plata oro atleta sobresaliente competencia diego popa abrir participacion medalla plata deportista originario tampico abrir participacion certamen medalla plata prueba metro resultado colocar exponente continente disciplina destacado actuacion popa mostrar nivel competitivo sumar presea delegacion mexicano dejar alto nombre tamaulipas evento internacional diego popa sumar oro metro hora tampiqueno volver podio conquistar medalla oro prueba metro campeon panamericano especialidad resultado diego popa cerrar brillante jornada acumular presea campeonato plata metro oro metro reconocer desempeno atleta tamaulipeco doble logro deportista celebrar instituto deporte tamaulipas inde destacar esfuerzo dedicacion representar mexico competencia importante continente jetl
Medios|https://oem.com.mx/elsoldetampico/local/reglas-claras-sobre-el-uso-de-razers-en-destinos-turisticos-de-tamaulipas-llega-iniciativa-al-congreso-31105144,Medios,1,25,localmiercoles julio regla claro razer destino turistico tamaulipas llegar iniciativo congreso ausencia regla generar escenario riesgo derivar accidente grave perdida humano dano ambiental mariela macay
Instagram|https://www.instagram.com/p/Da1rKseDW4I/,Instagram,1,72,inaugurar exposicion bodies muestra anatomia humano impactant mundo recorrer pais recibir millon visitante consolidir destino apostar cultura conocimiento turismo experiencia alla exposicion pabellon tampico cuidar direccion salud distrito salud bienestar acercar familia servicio gratuito prevencion promocion salud deteccion vih hepatitis vacunacion prevencion cancer mama orientacion nutricional programa cecodiat lonchera plato saludable invitar extraordinario exposicion seguir disfrutar tampico ofrecer espacio cultural metropolitano metro julio costo boleto individual paquete familiar persona paquete amigos persona
Twitter|https://x.com/VoxPopuliNoti/status/2077596663175135447,Twitter,1,20,monica villarreal ampliar oferta turistico tampico exposicion bodies alcaldesa subrayar interesante exhibicion contar reconocimiento internacional recorrer pais turismo tampico tamaulipas
Medios|https://www.milenio.com/negocios/robo-equipos-menores-cuesta-230-mdp-ano-empresas-medianas,Medios,1,111,robo perdida activo problema sustitucion maquinaria pesado representar fuga operativo anual promedio millon pesos organizacion mediano carecer sistema rastreo acuerdo reciente informe operaciones conectadas soco publicado empresa samsara informe senalar mexico ubicar pais crecimiento mundial delito ano operacion rastreo perder promedio millon pesos anual costo directo indirecto equipo encontrado ciento costo operativo provenir activo pequeno encontrado valuado pesos herramienta sensor refaccion especializado compania senalar mexico ciento organizacion afirmar frecuencia robo activo alto incrementar lustro cifra superar promedio global ciento falta visibilidad impactar directamente competitividad ciento asegurar dejar participar competir proyecto robo perdida extravio activo critico samsara agregar ciento participante mexico senalar desaparicion activo critico provocar cierre retraso significativo proyecto mes ausencia
Twitter|https://x.com/gruponoticiaspc/status/2077603248018460816,Twitter,1,20,monica villarreal ampliar oferta turistico tampico exposicion bodies oferta turistico cultural tampico periodo vacacional verano presidenta municipal monica villarreal leer
Medios|https://oem.com.mx/elsoldetampico/deportes/mi-papa-combatio-en-malvinas-argentino-en-tampico-vive-con-emocion-el-triunfo-sobre-inglaterra-31146257,Medios,1,26,deportesmiercol julio papa combatir malvinas argentino tampico vivir emocion triunfo inglaterra facundo oliva oriundo rioja vivir encuentro matiz emocional hijo combatiente guerra malvinas adolfo ruiz nunez
Twitter|https://x.com/gruponoticiaspc/status/2077619472249049410,Twitter,1,22,bodies invitar reflexionar vida cuidar salud monica villarreal exposicion internacional bodies llegar tampico proposito trascender ambito cultural turistico promover reflexion profundo leer
Medios|https://oem.com.mx/elsoldetampico/local/instalacion-de-aires-acondicionados-colapsa-el-sistema-electrico-en-escuelas-de-tampico-piden-intervencion-de-las-autoridades-31135795,Medios,1,50,instalacion aires acondicionado colapsar sistema electrico escuela tampico pedir intervencion autoridad autoridades buscar obra patrocinado recurso escuela ejecutar asesoria tecnico evitar afectacion plantel yadira hernandez infraestructura electrico escolar preparado equipo aire acondicionado proyecto desarrollar escuela deber supervisar itife comites padre familia deber director plantel ano escuela registrar dano instalacion electrico
Medios|https://www.milenio.com/opinion/editoriales/se-dice-en-la-grilla-tamaulipas/la-grilla_1222,Medios,1,114,pan quedar claro correligionario auditoria luis rene cantu extender salvoconducto politico revisar finanza dejar dirigencia alegar falta facultad abrir caja millon pesos cuyo destino seguir opacidad terminar acuerdo unidad movimiento ciudadano terminar exhibido exactamente soler criticar ietam imponer multa pesos incumplir obligacion prevenir atender erradicar violencia politico mujer razon genero partido siquiera incluir programa cargar sancion economico sello sujeto sancionado empresario integrar consejo instituciones empresariales sur tamaulipas ciest reunir jueves secretario recursos hidraulicos raul quiroga alvarez abordar diverso problematica relacionado agua sur especialmente proyecto permanecer pendiente red social inquietud presunto visita andres manuel lopez beltran zona sur tamaulipas intencion definir candidatura indicar tratar rumor llamativo version surgir morenismo aparentemente afectar cuadro cuarta transformacion cierre
Medios|https://www.milenio.com/estados/escuelas-tampico-refuerzan-seguridad-robos-vacaciones,Medios,1,104,maestro director funcionario sector educativo dificil recuperar articulo robado escuela respuesta soler recuperar contar seguro realidad directivo creativo establecer estrategia proteger patrimonio escolar vacacion verano representar receso calendario escolar mes significar cambio grado sistema educativo convertir preocupacion dirigir plantel riesgo robo acto vandalismo policia cubrir ciudad escuela publico carecer recurso contratar velador elevar barda instalar alarma colocar camara videovigilancia panorama creatividad colaboracion comunidad escolar convertir principal herramienta prevencion regidor rogelio perez lara presidente comision educacion tampico explicar estrategia implementada secundarias consistir secretaria direccion resguarden casa equipo computo entregar resguardo equipo computo secretaria direccion casa senalar medida realidad ingresar robar soler buscar articulo tecnologico comput
Medios|https://www.milenio.com/comunidad/virgen-carmen-ciudad-madero-historia-fe-tradicion,Medios,1,111,amanecer lancha comenzar rio panuco ruido motor romper silencio pescador preparar jornada soltar amarra repetir ritual aprender padre abuelo persignar embarcacion levantar vista imagen virgen carmen silencio peticion sencillo invaluable regresar casa pedir pesca extraordinario red repleto camaron jaiba pedir volver vida escena repetir dia depender mar sostener familia cobrar significado especial julio ciudad madero tampico comunidad norte veracruz celebrar patrona pescador dia abandonar hora templo navegar rio mar manifestacion religioso emblematico sur tamaulipas virgen carmen unicamente advocacion catolico ciento familia representar memoria generacion entero vivir agua presencia constante casa pescador simbolo proteccion frente tormenta figura acompanar salida mar region pesca marcar identidad habitante imagen terminar paisaje explanada levantar monumento virgen
Facebook|https://www.facebook.com/reel/1706618210384081/,Facebook,3,63,contar unidad cuidados tamul paz espacio representar compromiso gobierno escuchar atender persona centro accion acceder comida nutritiva costo pesos platillo servicio lavanderia pesos carga ropa equivalente kilo servicio agua purificado pesos botellon taller autoempleo clase cocina activacion fisico programa fortalecer bienestar familia tampico reducir carga enfrentar familia dignificar dia dia construir ciudad humano cercano incluyente tampicotecuida agradecido ayuda lic excelente presidenta seguir transformacion
Facebook|https://www.facebook.com/reel/1060393653340609/,Facebook,7,43,julio procesion nautico honor virgen carmen patrona marinero pescador reunir familia mantener vivo devocion heredado generacion refrendar compromiso mar fuente sustento fecha motivo union esperanza reconocimiento hombre mujer mar amen bendiga hombre mar familia cual virgen amen amen amen padre virgen monte carmelo
Facebook|https://www.facebook.com/monicavtampico/posts/pfbid02rVdSMBNkdFPvPcATLLv5sSe3f8RNvqcU8Ycg8UoguK4zwgUYoud83YZeEfiEsjcMl,Facebook,5,43,verano diversion vivir tampico julio agosto nina nino ano disfrutar campamento verano tampico unidad deportivo tampico morelos borreguera puertas coloradas opcion seguro cercano accesible nino aprovechar vacacion deporte convivencia experiencia tampicotecuida tampicovacontodos excelente presidenta tampicotecuida diversion aprendizaje pequ hogar dulce ortiz hijo costo
Medios|https://www.milenio.com/negocios/constructores-irregulares-contratos-obra-publica-cmic,Medios,1,96,obra publico lanzado municipio tamaulipas repartir empresa afiliada cmic considerada informal situacion socio agrupacion laborar mitad capacidad pedir participacion plan autoridad pedir participacion asignacion ayuntamiento ayudar actividad presente ano balsamo necesitar aumentar ganancia enfatizar titular delegacion pablo haro panduro fecha promedio empresa ramo ayuntamiento otorgar pavimentacion arreglo red hidrosanitaria organismo privado desarrollar agenda proyecto municipio lanzar beneficio operacion empresa mitad ideal personal laborar faltar salir obra publico pedir considerar directivo empresa camara entregar proyecto agregar camara mexicana industria construccion estatal contar afiliado tercio repartir zona sur resto dedicar reynosa matamoros laredo cifra ciento compania catalogado microempresa
Medios|https://oem.com.mx/elsoldetampico/analisis/imaginese-resurreccion-azulresurreccion-azul-31142645,Medios,1,25,analisisjueves julio imaginese resurreccion azul busca altamira crecimiento ordenado madero justicia social barra columna noticias columna cartones loultimo newsletter quedar conversacion mandar correo resumen informativo
Medios|https://www.milenio.com/estados/detectan-casos-abuso-sexual-jornadas-prevencion-tampico,Medios,1,95,jornada prevencion delito cabo tampico diverso escuela ciudad registrar caso abuso sexual menor edad escuchar platica caso abuso sexual elda vianey escobedo directora prevencion delito tampico indicar detectar caso escuela primario caso tocamiento considerar abuso sexual canalizar aproximado alumno llegar atender oportuno gracias programa buscar justo ocurrir conducta escalir conflicto existir declarar explicar funcionaria semaforo corporal detectar caso justamente tocamiento mayoria detectar atencion oportuno dif municipal pendiente velar bienestar infancia adolescencia lograr contencion buscar abuso familia jornada multidisciplinaria terminar instancia fiscalia especializada investigacion delitos ninas ninos adolescentes delitos mujeres razones genero normalmente detallar autoridad gener
Medios|https://www.milenio.com/estados/grupo-hycsa-construira-estaciones-tren-saltillo-nuevo-laredo,Medios,1,105,construccion tren pasajero laredo sumar consorcio grupo hycsa encargado proyecto infraestructura tamaulipas estacion trayecto ferroviario anunciado gobierno federal aplicar millon pesos puntos ascenso descenso corporativo ganar fallo licitacion ascenso descenso pasajero repartido coahuila leon terminar frontera unidos objetivo movilizar anualmente millon persona centro pais grupo hycsa construir estacion resolucion convocatoria indicar corporativo encargar desarrollar estacion general escobedo salinas victoria villa aldama lampazos naranjo anahuac laredo esperar generar maniobra contemplar ano medio programado secretaria infraestructura comunicaciones transporte sict proyecto representar hito grupo hycsa confirmar capacidad participar obra infraestructura escala relevancia nacional aportaremos experiencia tecnico capacidad ejecucion construir estacion conectar persona comunidad centro productivo region economico importante
Medios|https://www.milenio.com/comunidad/procesion-virgen-carmen-rio-panuco-2026,Medios,1,88,manana jueves zarpar embarcacion procesion ano honor virgen carmen patrona pescador rio panuco rumbo ciudad madero ceremonia previo zarpar bordo parque camaronero roque rojas imagen virgen adornado flor diverso color tripulacion politico empresario obispo margarito salazar cardenas encabezar ceremonia religioso zarpar agua rio panuco destino colonia barra ciudad madero misa gracias virgen carmen asegurar obispo mensaje gracias virgen carmen cuidar habitante tampico madero altamira tripulacion destacar presencia alcalde erasmo gonzalez robledo susana pineda comisionado desarrollo economico tampico claudia fernandez directora desarrollo economico altamira jorge maron presidente asociacion hoteles
