node_id,tipo_nodo,etiqueta,categoria_principal,confianza_categoria,categorias,polaridad,polaridad_score,ambito_estrategico,postura,postura_etiqueta,postura_score,evidencia_postura,mensajes_con_postura,coincidencias_positivas,coincidencias_negativas,peso_coincidente
oficial,palabra,oficial,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
autoridad,palabra,autoridad,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
persona,palabra,persona,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
investigacion,palabra,investigacion,Delitos,0.9338,Delitos,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
lograr,palabra,lograr,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
unidad,palabra,unidad,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
atender,palabra,atender,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
padre,palabra,padre,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
resultado,palabra,resultado,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
personal,palabra,personal,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
asegurar,palabra,asegurar,Delitos,0.8034,Delitos,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
perder,palabra,perder,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
inmediato,palabra,inmediato,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
labor,palabra,labor,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
elemento,palabra,elemento,Prevencion,0.9215,Prevencion,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
correspondiente,palabra,correspondiente,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
diverso,palabra,diverso,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
criminal,palabra,criminal,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
alcaldesa,palabra,alcaldesa,Mónica Villarreal,0.9,Mónica Villarreal,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
colonia,palabra,colonia,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
operativo,palabra,operativo,Delitos,0.8916,Delitos,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
accion,palabra,accion,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
publico,palabra,publico,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
gestion,palabra,gestion,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
entidad,palabra,entidad,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
excelente,palabra,excelente,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
vehiculo,palabra,vehiculo,Vialidad,0.9325,Vialidad,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
julio,palabra,julio,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
tampico,palabra,tampico,Gobierno municipal,0.82,Gobierno municipal,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
buscar,palabra,buscar,Prevencion,0.8136,Prevencion,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
espacio,palabra,espacio,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
martes,palabra,martes,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
sol,palabra,sol,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
altamira,palabra,altamira,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
recordar,palabra,recordar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
jueves,palabra,jueves,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
encuentro,palabra,encuentro,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
regresar,palabra,regresar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
integrante,palabra,integrante,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
localjueves,palabra,localjueves,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
semana,palabra,semana,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
editorial,palabra,editorial,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
parecer,palabra,parecer,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
inversion,palabra,inversion,Obras,0.9464,Obras,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
seguir,palabra,seguir,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
calidad,palabra,calidad,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
emergencia,palabra,emergencia,Vialidad,0.9107,Vialidad,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
fuga,palabra,fuga,Agua,0.7652,Agua,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
aparecer,palabra,aparecer,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
situacion,palabra,situacion,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
publica,palabra,publica,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
afiliado,palabra,afiliado,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
nivel,palabra,nivel,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
vida,palabra,vida,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
accidente,palabra,accidente,Vialidad,0.9494,Vialidad,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
guardia,palabra,guardia,Prevencion,0.9157,Prevencion,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
registrar,palabra,registrar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
ingresar,palabra,ingresar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
ubicado,palabra,ubicado,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
encontrar,palabra,encontrar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
llamado,palabra,llamado,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
similar,palabra,similar,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
unicamente,palabra,unicamente,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
francisco,palabra,francisco,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
hospital,palabra,hospital,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
area,palabra,area,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
sur,palabra,sur,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
tamaulipas,palabra,tamaulipas,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
nacional,palabra,nacional,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
final,palabra,final,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
norte,palabra,norte,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
partido,palabra,partido,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
cerrar,palabra,cerrar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
morena,palabra,morena,Morena,0.9712,Morena,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
empresario,palabra,empresario,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
civil,palabra,civil,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
junio,palabra,junio,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
mayo,palabra,mayo,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
medida,palabra,medida,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
superar,palabra,superar,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
electoral,palabra,electoral,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
litro,palabra,litro,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
anunciar,palabra,anunciar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
destacar,palabra,destacar,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
mensaje,palabra,mensaje,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
escolar,palabra,escolar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
plantel,palabra,plantel,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
vacacion,palabra,vacacion,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
comision,palabra,comision,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
presidente,palabra,presidente,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
convertir,palabra,convertir,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
direccion,palabra,direccion,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
equipo,palabra,equipo,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
realidad,palabra,realidad,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
secretaria,palabra,secretaria,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
seguro,palabra,seguro,Prevencion,0.8894,Prevencion,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
principal,palabra,principal,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
aumento,palabra,aumento,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
sector,palabra,sector,Prevencion,0.9181,Prevencion,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
soler,palabra,soler,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
entregar,palabra,entregar,Obras,0.782,Obras,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
compromiso,palabra,compromiso,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
dejar,palabra,dejar,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
marina,palabra,marina,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
continuar,palabra,continuar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
sentir,palabra,sentir,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
hora,palabra,hora,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
mundo,palabra,mundo,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
recorrer,palabra,recorrer,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
cuerpo,palabra,cuerpo,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
sitio,palabra,sitio,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
humano,palabra,humano,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
operar,palabra,operar,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
puerto,palabra,puerto,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
conocimiento,palabra,conocimiento,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
invitar,palabra,invitar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
participacion,palabra,participacion,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
sistema,palabra,sistema,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
calle,palabra,calle,Vialidad,1.0,Vialidad,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
necesitar,palabra,necesitar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
hija,palabra,hija,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
mama,palabra,mama,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
institucion,palabra,institucion,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
justicia,palabra,justicia,Morena,0.9435,Morena,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
pasar,palabra,pasar,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
querer,palabra,querer,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
fiscalia,palabra,fiscalia,Delitos,0.9184,Delitos,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
mal,palabra,mal,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
campamento,palabra,campamento,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
edad,palabra,edad,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
curso,palabra,curso,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
pagar,palabra,pagar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
morir,palabra,morir,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
caer,palabra,caer,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
culpable,palabra,culpable,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
meter,palabra,meter,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
suceder,palabra,suceder,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
culpa,palabra,culpa,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
responsable,palabra,responsable,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
fisico,palabra,fisico,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
ojala,palabra,ojala,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
mano,palabra,mano,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
tratar,palabra,tratar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
resultar,palabra,resultar,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
alguien,palabra,alguien,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
golpe,palabra,golpe,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
nina,palabra,nina,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
nino,palabra,nino,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
hijo,palabra,hijo,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
investigar,palabra,investigar,Delitos,0.8049,Delitos,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
muerto,palabra,muerto,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
cosa,palabra,cosa,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
empezar,palabra,empezar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
pais,palabra,pais,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
derecho,palabra,derecho,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
cualquiera,palabra,cualquiera,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
camara,palabra,camara,Prevencion,0.8091,Prevencion,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
mujer,palabra,mujer,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
cabo,palabra,cabo,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
control,palabra,control,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
cumplir,palabra,cumplir,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
deber,palabra,deber,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
ley,palabra,ley,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
agua,palabra,agua,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
pescador,palabra,pescador,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
pendiente,palabra,pendiente,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
escuchar,palabra,escuchar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
gobierno,palabra,gobierno,Gobierno municipal,0.95,Gobierno municipal,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
obra,palabra,obra,Obras,0.9393,Obras,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
utilizar,palabra,utilizar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
hombre,palabra,hombre,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
tarde,palabra,tarde,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
frente,palabra,frente,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
evitar,palabra,evitar,,0.0,,negativa,-1.0,risk,sin_postura,Sin postura,0.0,0.0,0,0.0,1.0,1.0
responder,palabra,responder,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
jorge,palabra,jorge,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
ejercito,palabra,ejercito,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
informar,palabra,informar,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
cercano,palabra,cercano,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
apoyar,palabra,apoyar,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
maximo,palabra,maximo,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
temperatura,palabra,temperatura,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
municipio,palabra,municipio,Gobierno municipal,0.9,Gobierno municipal,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
zona,palabra,zona,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
grado,palabra,grado,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
ambiente,palabra,ambiente,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
politico,palabra,politico,,0.0,,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,0.0
proceso,palabra,proceso,Corrupcion,0.9767,Corrupcion,neutral,0.0,opportunity,sin_postura,Sin postura,0.0,0.0,0,0.0,0.0,1.0
apoyo,palabra,apoyo,,0.0,,positiva,1.0,consolidation,sin_postura,Sin postura,0.0,0.0,0,1.0,0.0,1.0
